,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Social support,Healthy life expectancy,Freedom to make life choices,Trust (Government Corruption),Generosity,Dystopia Residual,Cluster,Year
150,Ivory Coast,Sub-Saharan Africa,151,3.655,0.05141,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,1.41723,0,2017
150,Ivory Coast,Sub-Saharan Africa,151,3.655,0.05141,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,1.41723,0,2015
150,Ivory Coast,Sub-Saharan Africa,151,3.655,0.05141,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,1.41723,0,2015
150,Ivory Coast,Sub-Saharan Africa,151,3.655,0.05141,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,1.41723,0,2018
151,Burkina Faso,Sub-Saharan Africa,152,3.587,0.04324,0.25812,0.85188,0.27125,0.39493,0.12832000000000002,0.21747,1.46494,0,2018
151,Burkina Faso,Sub-Saharan Africa,152,3.587,0.04324,0.25812,0.85188,0.27125,0.39493,0.12832000000000002,0.21747,1.46494,0,2015
151,Burkina Faso,Sub-Saharan Africa,152,3.587,0.04324,0.25812,0.85188,0.27125,0.39493,0.12832000000000002,0.21747,1.46494,0,2017
151,Burkina Faso,Sub-Saharan Africa,152,3.587,0.04324,0.25812,0.85188,0.27125,0.39493,0.12832000000000002,0.21747,1.46494,0,2015
151,Burkina Faso,Sub-Saharan Africa,152,3.587,0.04324,0.25812,0.85188,0.27125,0.39493,0.12832000000000002,0.21747,1.46494,0,2019
152,Afghanistan,Southern Asia,153,3.575,0.03084,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,0,2018
152,Afghanistan,Southern Asia,153,3.575,0.03084,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,0,2015
152,Afghanistan,Southern Asia,153,3.575,0.03084,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,0,2015
152,Afghanistan,Southern Asia,153,3.575,0.03084,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,0,2017
152,Afghanistan,Southern Asia,153,3.575,0.03084,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,0,2019
153,Rwanda,Sub-Saharan Africa,154,3.465,0.03464,0.22208000000000006,0.7737,0.42864,0.59201,0.19034,0.22628,0.67042,0,2018
153,Rwanda,Sub-Saharan Africa,154,3.465,0.03464,0.22208000000000006,0.7737,0.42864,0.59201,0.19034,0.22628,0.67042,0,2019
153,Rwanda,Sub-Saharan Africa,154,3.465,0.03464,0.22208000000000006,0.7737,0.42864,0.59201,0.19034,0.22628,0.67042,0,2017
153,Rwanda,Sub-Saharan Africa,154,3.465,0.03464,0.22208000000000006,0.7737,0.42864,0.59201,0.19034,0.22628,0.67042,0,2015
153,Rwanda,Sub-Saharan Africa,154,3.465,0.03464,0.22208000000000006,0.7737,0.42864,0.59201,0.19034,0.22628,0.67042,0,2015
154,Benin,Sub-Saharan Africa,155,3.34,0.03656,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,0,2015
154,Benin,Sub-Saharan Africa,155,3.34,0.03656,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,0,2018
154,Benin,Sub-Saharan Africa,155,3.34,0.03656,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,0,2019
154,Benin,Sub-Saharan Africa,155,3.34,0.03656,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,0,2017
154,Benin,Sub-Saharan Africa,155,3.34,0.03656,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,0,2015
155,Syria,Middle East and Northern Africa,156,3.006,0.05015,0.6632,0.47489,0.7219300000000001,0.15684,0.18906,0.40359,0.32858000000000004,0,2018
155,Syria,Middle East and Northern Africa,156,3.006,0.05015,0.6632,0.47489,0.7219300000000001,0.15684,0.18906,0.40359,0.32858000000000004,0,2017
155,Syria,Middle East and Northern Africa,156,3.006,0.05015,0.6632,0.47489,0.7219300000000001,0.15684,0.18906,0.40359,0.32858000000000004,0,2019
155,Syria,Middle East and Northern Africa,156,3.006,0.05015,0.6632,0.47489,0.7219300000000001,0.15684,0.18906,0.40359,0.32858000000000004,0,2015
155,Syria,Middle East and Northern Africa,156,3.006,0.05015,0.6632,0.47489,0.7219300000000001,0.15684,0.18906,0.40359,0.32858000000000004,0,2015
156,Burundi,Sub-Saharan Africa,157,2.905,0.08657999999999999,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83302,0,2015
156,Burundi,Sub-Saharan Africa,157,2.905,0.08657999999999999,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83302,0,2018
156,Burundi,Sub-Saharan Africa,157,2.905,0.08657999999999999,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83302,0,2017
156,Burundi,Sub-Saharan Africa,157,2.905,0.08657999999999999,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83302,0,2019
156,Burundi,Sub-Saharan Africa,157,2.905,0.08657999999999999,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,1.83302,0,2015
157,Togo,Sub-Saharan Africa,158,2.839,0.06727000000000001,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,0,2018
157,Togo,Sub-Saharan Africa,158,2.839,0.06727000000000001,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,0,2015
157,Togo,Sub-Saharan Africa,158,2.839,0.06727000000000001,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,0,2015
157,Togo,Sub-Saharan Africa,158,2.839,0.06727000000000001,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,0,2017
157,Togo,Sub-Saharan Africa,158,2.839,0.06727000000000001,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,1.56726,0,2019
